Scheme Code;Scheme Name;Plan;Option;ISIN Div Payout/ISIN Growth;ISIN Div Reinvestment;Net Asset Value;Date
153552;Baroda BNP Paribas Multi Asset Active Fund of Funds;Direct Plan;Growth Option;INF251K01UO8;;11.5200;19-Aug-2026
153550;Baroda BNP Paribas Multi Asset Active Fund of Funds;Direct Plan;IDCW Option;INF251K01UP5;INF251K01UQ3;11.5200;19-Aug-2026
153548;Baroda BNP Paribas Multi Asset Active Fund of Funds;Regular Plan;Growth Option;INF251K01UM2;;11.3978;19-Aug-2026
153549;Baroda BNP Paribas Multi Asset Active Fund of Funds;Regular Plan;IDCW Option;INF251K01UN0;INF251K01UW1;11.3978;19-Aug-2026

DSP Mutual Fund
152183;DSP Gold ETF Fund of Fund;Direct Plan;Growth;INF740KA1TK6;;23.9708;19-Aug-2026
152184;DSP Gold ETF Fund of Fund;Direct Plan;IDCW;INF740KA1TL4;INF740KA1TM2;23.9708;19-Aug-2026
152182;DSP Gold ETF Fund of Fund;Regular Plan;Growth;INF740KA1TH2;;23.7268;19-Aug-2026
152181;DSP Gold ETF Fund of Fund;Regular Plan;IDCW;INF740KA1TI0;INF740KA1TJ8;23.7268;19-Aug-2026
153487;DSP Silver ETF Fund of Fund;Direct Plan;Growth;INF740KA1VZ0;;23.5308;19-Aug-2026
153489;DSP Silver ETF Fund of Fund;Direct Plan;IDCW;INF740KA1WA1;INF740KA1WB9;23.5308;19-Aug-2026
153486;DSP Silver ETF Fund of Fund;Regular Plan;Growth;INF740KA1VW7;;23.4017;19-Aug-2026
153488;DSP Silver ETF Fund of Fund;Regular Plan;IDCW;INF740KA1VX5;INF740KA1VY3;23.4017;19-Aug-2026

ICICI Prudential Mutual Fund
143904;ICICI Prudential BHARAT 22 FOF;Regular Plan;Cumulative;INF109KC1FW3;;33.4096;19-Aug-2026
143903;ICICI Prudential BHARAT 22 FOF;Direct Plan;Cumulative;INF109KC1FX1;;33.4216;19-Aug-2026
149331;ICICI Prudential BSE 500 ETF FOF;Direct Plan;Growth;INF109KC1V91;;16.0935;19-Aug-2026
149333;ICICI Prudential BSE 500 ETF FOF;Direct Plan;IDCW;INF109KC1W09;INF109KC1W17;16.0932;19-Aug-2026
149334;ICICI Prudential BSE 500 ETF FOF;Regular Plan;Growth;INF109KC1V67;;15.7400;19-Aug-2026
149332;ICICI Prudential BSE 500 ETF FOF;Regular Plan;IDCW;INF109KC1V75;INF109KC1V83;15.7399;19-Aug-2026
120702;ICICI Prudential Diversified Debt Strategy Active FOF;Direct Plan;Growth;INF109K01X73;;50.0613;19-Aug-2026
120703;ICICI Prudential Diversified Debt Strategy Active FOF;Direct Plan;IDCW;INF109K01X57;INF109K01X65;44.0736;19-Aug-2026
102141;ICICI Prudential Diversified Debt Strategy Active FOF;Regular Plan;Growth;INF109K01878;;48.0158;19-Aug-2026
102143;ICICI Prudential Diversified Debt Strategy Active FOF - Dividend option;Regular Plan;IDCW;INF109K01FS0;INF109K01886;41.8822;19-Aug-2026
154266;ICICI Prudential Diversified Equity All Cap Active FOF;Direct Plan;Growth;INF109K1A468;;10.9930;19-Aug-2026
154265;ICICI Prudential Diversified Equity All Cap Active FOF;Regular Plan;Growth;INF109K1A450;;10.9438;19-Aug-2026
120685;ICICI Prudential Gold ETF FOF;Direct Plan;Growth;INF109K01U92;;48.5908;19-Aug-2026
120686;ICICI Prudential Gold ETF FOF;Direct Plan;IDCW;INF109K01U76;INF109K01U84;48.5954;19-Aug-2026
115833;ICICI Prudential Gold ETF FOF;Regular Plan;Growth;INF109K01TK8;;46.7731;19-Aug-2026
115834;ICICI Prudential Gold ETF FOF;Regular Plan;IDCW;INF109K01TM4;INF109K01TL6;46.7741;19-Aug-2026
120313;ICICI Prudential Income plus Arbitrage Omni FOF;Direct Plan;Growth;INF109K01W82;;72.0656;19-Aug-2026
120314;ICICI Prudential Income plus Arbitrage Omni FOF;Direct Plan;IDCW;INF109K01W66;INF109K01W74;55.7274;19-Aug-2026
102139;ICICI Prudential Income plus Arbitrage Omni FOF;Regular Plan;Growth;INF109K01811;;66.9630;19-Aug-2026
102140;ICICI Prudential Income plus Arbitrage Omni FOF - Dividend Option;Regular Plan;IDCW;INF109K01EB9;INF109K01829;51.3834;19-Aug-2026
120243;ICICI Prudential Multi Sector Passive FOF;Direct Plan;IDCW;INF109K01W33;INF109K01W41;139.9186;19-Aug-2026
120242;ICICI Prudential Multi Sector Passive FOF;Direct Plan;Growth;INF109K01W58;;177.6861;19-Aug-2026
102133;ICICI Prudential Multi Sector Passive FOF;Regular Plan;Growth;INF109K01795;;169.4388;19-Aug-2026
102134;ICICI Prudential Multi Sector Passive FOF-Dividend Option;Regular Plan;IDCW;INF109K01DW7;INF109K01803;132.0141;19-Aug-2026
148822;ICICI Prudential Nifty 100 Low Volatility 30 ETF FOF;Direct Plan;Growth;INF109KC1P81;;18.5401;19-Aug-2026
148823;ICICI Prudential Nifty 100 Low Volatility 30 ETF FOF;Direct Plan;IDCW;INF109KC1Q07;INF109KC1P99;18.5401;19-Aug-2026
148821;ICICI Prudential Nifty 100 Low Volatility 30 ETF FOF;Regular Plan;Growth;INF109KC1P57;;18.1076;19-Aug-2026
148824;ICICI Prudential Nifty 100 Low Volatility 30 ETF FOF;Regular Plan;IDCW;INF109KC1P73;INF109KC1P65;18.1077;19-Aug-2026
149158;ICICI Prudential Nifty Alpha Low - Volatility 30 ETF FOF;Direct Plan;Growth;INF109KC1R89;;15.2981;19-Aug-2026
149160;ICICI Prudential Nifty Alpha Low - Volatility 30 ETF FOF;Direct Plan;IDCW;INF109KC1S05;INF109KC1R97;15.2976;19-Aug-2026
149157;ICICI Prudential Nifty Alpha Low - Volatility 30 ETF FOF;Regular Plan;Growth;INF109KC1R55;;14.9642;19-Aug-2026
149159;ICICI Prudential Nifty Alpha Low - Volatility 30 ETF FOF;Regular Plan;IDCW;INF109KC1R71;INF109KC1R63;14.9641;19-Aug-2026
153394;ICICI Prudential Nifty EV & New Age Automotive ETF FOF;Direct Plan;Growth;INF109K1A120;;12.7715;19-Aug-2026
153395;ICICI Prudential Nifty EV & New Age Automotive ETF FOF;Direct Plan;IDCW;INF109K1A146;INF109K1A138;12.7715;19-Aug-2026
153396;ICICI Prudential Nifty EV & New Age Automotive ETF FOF;Regular Plan;Growth;INF109K1A096;;12.7123;19-Aug-2026
153393;ICICI Prudential Nifty EV & New Age Automotive ETF FOF;Regular Plan;IDCW;INF109K1A112;INF109K1A104;12.7123;19-Aug-2026
149775;ICICI Prudential Silver ETF FOF;Direct Plan;Growth;INF109KC1Y98;;34.7018;19-Aug-2026
149776;ICICI Prudential Silver ETF FOF;Direct Plan;IDCW;INF109KC1Z06;INF109KC1Z14;34.7022;19-Aug-2026
149777;ICICI Prudential Silver ETF FOF;Regular Plan;Growth;INF109KC1Y64;;33.9348;19-Aug-2026
149778;ICICI Prudential Silver ETF FOF;Regular Plan;IDCW;INF109KC1Y72;INF109KC1Y80;33.9341;19-Aug-2026

Kotak Mahindra Mutual Fund
114758;Kotak Gold Fund;Regular Plan;Growth;INF174K01AT3;;58.1236;19-Aug-2026
119781;Kotak Gold Fund;Direct Plan;Growth;INF174K01MP6;;61.4547;19-Aug-2026
114757;Kotak Gold Fund;Regular Plan;Payout of Income Distribution cum capital withdrawal option;INF174K01AU1;INF174K01AV9;58.1224;19-Aug-2026
119780;Kotak Gold Fund;Direct Plan;Payout of Income Distribution cum capital withdrawal option;INF174K01MQ4;INF174K01MR2;61.4542;19-Aug-2026
153921;Kotak Gold Silver Passive FOF;Direct Plan;Growth;INF174KA1XT4;;15.147;19-Aug-2026
153922;Kotak Gold Silver Passive FOF;Regular Plan;Growth;INF174KA1XU2;;15.11;19-Aug-2026
150820;Kotak Income Plus Arbitrage Omni FOF;Regular Plan;Growth;INF174KA1KG8;;13.1583;19-Aug-2026
150822;Kotak Income Plus Arbitrage Omni FOF;Direct Plan;Growth;INF174KA1KJ2;;13.2341;19-Aug-2026
150823;Kotak Income Plus Arbitrage Omni FOF;Direct Plan;IDCW;INF174KA1KK0;INF174KA1KL8;13.2342;19-Aug-2026
150821;Kotak Income Plus Arbitrage Omni FOF;Regular Plan;IDCW;INF174KA1KH6;INF174KA1KI4;13.1581;19-Aug-2026
154275;Kotak Multi Factor Passive FOF;Direct Plan;Growth;INF174KA1ZG6;;11.132;19-Aug-2026
154276;Kotak Multi Factor Passive FOF;Regular Plan;Growth;INF174KA1ZH4;;11.122;19-Aug-2026
151603;Kotak Silver ETF Fund of Fund;Direct Plan;Growth;INF174KA1MQ3;;30.2705;19-Aug-2026
151602;Kotak Silver ETF Fund of Fund;Regular Plan;Growth;INF174KA1MR1;;29.8156;19-Aug-2026

LIC Mutual Fund
151974;LIC MF Gold ETF Fund of Fund;Direct Plan;Growth;INF397L01BU4;;41.3802;19-Aug-2026
151973;LIC MF Gold ETF Fund of Fund;Regular Plan;Growth;INF397L01992;;39.1198;19-Aug-2026

Mahindra Manulife Mutual Fund
154007;Mahindra Manulife Income Plus Arbitrage Active FOF;Direct Plan;Growth;INF174V01CU4;;10.4645;19-Aug-2026
154008;Mahindra Manulife Income Plus Arbitrage Active FOF;Direct Plan;IDCW;INF174V01CV2;INF174V01CW0;10.4645;19-Aug-2026
154006;Mahindra Manulife Income Plus Arbitrage Active FOF;Regular Plan;Growth;INF174V01CR0;;10.4265;19-Aug-2026
154005;Mahindra Manulife Income Plus Arbitrage Active FOF;Regular Plan;IDCW;INF174V01CS8;INF174V01CT6;10.4264;19-Aug-2026

Quantum Mutual Fund
115132;Quantum Gold ETF FOF;Direct Plan;Growth Option;INF082J01150;;58.2352;19-Aug-2026
141064;Quantum Gold ETF FOF;Regular Plan;Growth Option;INF082J01358;;57.3022;19-Aug-2026

The Wealth Company Mutual Fund
154131;The Wealth Company Gold ETF FOF;Direct Plan;Growth;INF2F0001412;;9.6491;19-Aug-2026
154132;The Wealth Company Gold ETF FOF;Direct Plan;IDCW;INF2F0001420;INF2F0001438;9.6489;19-Aug-2026
154133;The Wealth Company Gold ETF FOF;Regular Plan;Growth;INF2F0001388;;9.6258;19-Aug-2026
154134;The Wealth Company Gold ETF FOF;Regular Plan;IDCW;INF2F0001396;INF2F0001404;9.6255;19-Aug-2026

Open Ended Schemes ( Equity Scheme - Flexi Cap Fund )


360 ONE Mutual Fund
151796;360 ONE Flexicap Fund;Direct Plan;GROWTH Option;INF579M01AS1;;17.1847;19-Aug-2026
151798;360 ONE Flexicap Fund;Direct Plan;IDCW Option;INF579M01AT9;INF579M01AU7;17.1847;19-Aug-2026
151799;360 ONE Flexicap Fund;Regular Plan;GROWTH Option;INF579M01AP7;;16.3660;19-Aug-2026
151797;360 ONE Flexicap Fund;Regular Plan;IDCW Option;INF579M01AQ5;INF579M01AR3;16.3660;19-Aug-2026

Abakkus Mutual Fund
154043;Abakkus Flexi Cap Fund;Direct Plan;Growth;INF2JJD01136;;11.3350;19-Aug-2026
154045;Abakkus Flexi Cap Fund;Direct Plan;IDCW;INF2JJD01128;INF2JJD01110;11.3400;19-Aug-2026
154041;Abakkus Flexi Cap Fund;Regular Plan;Growth;INF2JJD01169;;11.2330;19-Aug-2026
154042;Abakkus Flexi Cap Fund;Regular Plan;IDCW;INF2JJD01151;INF2JJD01144;11.2340;19-Aug-2026

Axis Mutual Fund
141925;Axis Flexi Cap Fund;Direct Plan;Growth Option;INF846K01B28;;31.76;19-Aug-2026
141926;Axis Flexi Cap Fund;Direct Plan;IDCW Option;INF846K01B02;INF846K01B10;19.65;19-Aug-2026
141927;Axis Flexi Cap Fund;Regular Plan;Growth Option;INF846K01B51;;28.46;19-Aug-2026
141928;Axis Flexi Cap Fund;Regular Plan;IDCW Option;INF846K01B36;INF846K01B44;17.78;19-Aug-2026

Bajaj Finserv Mutual Fund
151898;Bajaj Finserv Flexi Cap Fund;Regular Plan;Growth;INF0QA701383;;15.789;19-Aug-2026
151895;Bajaj Finserv Flexi Cap Fund;Direct Plan;Growth;INF0QA701342;;16.461;19-Aug-2026
151896;Bajaj Finserv Flexi Cap Fund;Direct Plan;IDCW;INF0QA701359;INF0QA701367;16.461;19-Aug-2026
151897;Bajaj Finserv Flexi Cap Fund;Regular Plan;IDCW;INF0QA701409;INF0QA701417;15.789;19-Aug-2026

Bandhan Mutual Fund
108594;BANDHAN Flexi Cap Fund;Regular Plan;Growth;INF194K01391;;211.052;19-Aug-2026
108595;BANDHAN Flexi Cap Fund;Regular Plan;IDCW;INF194K01409;INF194K01417;47.237;19-Aug-2026
118424;BANDHAN Flexi Cap Fund;Direct Plan;Growth;INF194K01W62;;232.573;19-Aug-2026
118423;BANDHAN Flexi Cap Fund;Direct Plan;IDCW;INF194K01W70;INF194K01W88;51.862;19-Aug-2026

Bank of India Mutual Fund
148404;BANK OF INDIA FLEXI CAP FUND;Direct Plan;Growth;INF761K01FF5;;42.33;19-Aug-2026
148406;BANK OF INDIA FLEXI CAP FUND;Direct Plan;IDCW;INF761K01FE8;INF761K01FG3;36.17;19-Aug-2026
148405;BANK OF INDIA FLEXI CAP FUND;Regular Plan;Growth;INF761K01FI9;;38.49;19-Aug-2026
148407;BANK OF INDIA FLEXI CAP FUND;Regular Plan;IDCW;INF761K01FH1;INF761K01FJ7;34.97;19-Aug-2026

Baroda BNP Paribas Mutual Fund
150387;Baroda BNP Paribas Flexi Cap Fund;Direct Plan;Growth Option;INF251K01QZ2;;17.0373;19-Aug-2026
150388;Baroda BNP Paribas Flexi Cap Fund;Direct Plan;IDCW Option;INF251K01RA3;INF251K01RB1;14.2286;19-Aug-2026
150385;Baroda BNP Paribas Flexi Cap Fund;Regular Plan;Growth Option;INF251K01QW9;;16.1294;19-Aug-2026
150386;Baroda BNP Paribas Flexi Cap Fund;Regular Plan;IDCW Option;INF251K01QX7;INF251K01QY5;13.4665;19-Aug-2026

Canara Robeco Mutual Fund
118275;Canara Robeco Flexi Cap Fund;Direct Plan;GROWTH OPTION;INF760K01EF0;;392.9600;19-Aug-2026
118276;Canara Robeco Flexi Cap Fund;Direct Plan;IDCW (Payout/Reinvestment);INF760K01ED5;INF760K01EE3;92.7600;19-Aug-2026
101922;Canara Robeco Flexi Cap Fund;Regular Plan;GROWTH OPTION;INF760K01019;;346.0800;19-Aug-2026
101923;Canara Robeco Flexi Cap Fund;Regular Plan;IDCW (Payout/Reinvestment);INF760K01027;INF760K01035;60.2700;19-Aug-2026

Capitalmind Mutual Fund
153738;Capitalmind Flexi Cap Fund;Direct Plan;Growth;INF226401018;;10.3555;19-Aug-2026
153739;Capitalmind Flexi Cap Fund;Regular Plan;Growth;INF226401026;;10.2043;19-Aug-2026

DSP Mutual Fund
119076;DSP Flexi Cap Fund;Direct Plan;Growth;INF740K01PI2;;117.4660;19-Aug-2026
119077;DSP Flexi Cap Fund;Direct Plan;IDCW;INF740K01PJ0;INF740K01PK8;86.3540;19-Aug-2026
105875;DSP Flexi Cap Fund;Regular Plan;Growth;INF740K01037;;104.4590;19-Aug-2026
100080;DSP Flexi Cap Fund;Regular Plan;IDCW;INF740K01011;INF740K01029;59.2690;19-Aug-2026

ICICI Prudential Mutual Fund
148990;ICICI Prudential Flexicap fund-;Direct Plan;Growth;INF109KC1R14;;22.34;19-Aug-2026
148991;ICICI Prudential Flexicap fund-;Direct Plan;IDCW;INF109KC1R22;INF109KC1R30;18.90;19-Aug-2026
148989;ICICI Prudential Flexicap fund-;Regular Plan;Growth;INF109KC1Q80;;21.09;19-Aug-2026
148988;ICICI Prudential Flexicap fund-;Regular Plan;IDCW;INF109KC1Q98;INF109KC1R06;17.67;19-Aug-2026

ITI Mutual Fund
151379;ITI Flexi Cap Fund;Direct Plan;Growth Option;INF00XX01CO7;;21.1229;19-Aug-2026
151380;ITI Flexi Cap Fund;Direct Plan;IDCW Option;INF00XX01CP4;INF00XX01CQ2;20.4596;19-Aug-2026
151377;ITI Flexi Cap Fund;Regular Plan;Growth Option;INF00XX01CL3;;19.9025;19-Aug-2026
151378;ITI Flexi Cap Fund;Regular Plan;IDCW Option;INF00XX01CM1;INF00XX01CN9;19.2445;19-Aug-2026

JM Financial Mutual Fund
120492;JM Flexicap Fund;Direct Plan;Growth Option;INF192K01CC7;;115.8375;19-Aug-2026
120491;JM Flexicap Fund;Direct Plan;IDCW Option;INF192K01CA1;INF192K01CB9;105.2906;19-Aug-2026
109522;JM Flexicap Fund;Regular Plan;Growth Option;INF192K01635;;100.4592;19-Aug-2026
109523;JM Flexicap Fund;Regular Plan;IDCW Option;INF192K01619;INF192K01627;77.4116;19-Aug-2026

Kotak Mahindra Mutual Fund
112090;Kotak Flexicap Fund;Regular Plan;Growth;INF174K01336;;85.662;19-Aug-2026
120166;Kotak Flexicap Fund;Direct Plan;Growth;INF174K01LS2;;97.384;19-Aug-2026
112089;Kotak Flexicap Fund;Regular Plan;Payout of Income Distribution cum capital withdrawal option- Direct;INF174K01351;INF174K01344;51.727;19-Aug-2026
120165;Kotak Flexicap Fund;Direct Plan;Payout of Income Distribution cum capital withdrawal option- Direct;INF174K01LQ6;INF174K01LR4;59.474;19-Aug-2026

LIC Mutual Fund
120264;LIC MF Flexi Cap Fund;Direct Plan;Growth;INF767K01EG3;;120.8285;19-Aug-2026
120263;LIC MF Flexi Cap Fund;Direct Plan;IDCW;INF767K01EF5;INF767K01EH1;40.6522;19-Aug-2026
100313;LIC MF Flexi Cap Fund;Regular Plan;Growth;INF767K01071;;108.5348;19-Aug-2026
100312;LIC MF Flexi Cap Fund;Regular Plan;IDCW;INF767K01063;INF767K01055;34.2494;19-Aug-2026

Navi Mutual Fund
143793;Navi Flexi Cap Fund;Direct Plan;Growth;INF959L01DT9;;29.5073;19-Aug-2026
143798;Navi Flexi Cap Fund;Direct Plan;IDCW PAYOUT;INF959L01EC3;INF959L01ED1;29.28;19-Aug-2026
143797;Navi Flexi Cap Fund;Direct Plan;IDCW PAYOUT;INF959L01EA7;INF959L01EB5;29.2807;19-Aug-2026
143796;Navi Flexi Cap Fund;Direct Plan;IDCW PAYOUT;INF959L01DW3;INF959L01DX1;29.2746;19-Aug-2026
143792;Navi Flexi Cap Fund;Direct Plan;IDCW PAYOUT;INF959L01DU7;INF959L01DV5;29.2426;19-Aug-2026
143791;Navi Flexi Cap Fund;Direct Plan;IDCW PAYOUT;INF959L01DY9;INF959L01DZ6;29.3039;19-Aug-2026
143787;Navi Flexi Cap Fund;Regular Plan;Growth;INF959L01EE9;;25.1977;19-Aug-2026
143795;Navi Flexi Cap Fund;Regular Plan;IDCW PAYOUT;INF959L01EN0;INF959L01EO8;25.1984;19-Aug-2026
143794;Navi Flexi Cap Fund;Regular Plan;IDCW PAYOUT;INF959L01EL4;INF959L01EM2;25.2018;19-Aug-2026
143790;Navi Flexi Cap Fund;Regular Plan;IDCW PAYOUT;INF959L01EH2;INF959L01EI0;25.2078;19-Aug-2026
143789;Navi Flexi Cap Fund;Regular Plan;IDCW PAYOUT;INF959L01EF6;INF959L01EG4;25.2014;19-Aug-2026
143788;Navi Flexi Cap Fund;Regular Plan;DCW PAYOUT;INF959L01EJ8;INF959L01EK6;25.195;19-Aug-2026

Old Bridge Mutual Fund
154225;Old Bridge Flexi Cap Fund;Direct Plan;Direct Growth;INF0S5R01133;;11.47;19-Aug-2026
154228;Old Bridge Flexi Cap Fund;Direct Plan;Direct - IDCW;INF0S5R01141;INF0S5R01158;11.47;19-Aug-2026
154226;Old Bridge Flexi Cap Fund;Regular Plan;Regular Growth;INF0S5R01166;;11.39;19-Aug-2026
154227;Old Bridge Flexi Cap Fund;Regular Plan;Regular IDCW;INF0S5R01174;INF0S5R01182;11.39;19-Aug-2026

PGIM India Mutual Fund
133837;PGIM India Flexi Cap Fund;Direct Plan;Direct IDCW;INF663L01FG9;INF663L01FH7;20.89;19-Aug-2026
133839;PGIM India Flexi Cap Fund;Direct Plan;Direct Growth;INF663L01FF1;;44.2;19-Aug-2026
133838;PGIM India Flexi Cap Fund;Regular Plan;Regular IDCW;INF663L01FK1;INF663L01FL9;18.23;19-Aug-2026
133836;PGIM India Flexi Cap Fund;Regular Plan;Regular Growth;INF663L01FJ3;;37.28;19-Aug-2026

quant Mutual Fund
109830;Quant Flexi Cap Fund;Regular Plan;Growth Option;INF966L01457;;109.182;19-Aug-2026
120843;Quant Flexi Cap Fund;Direct Plan;Growth Option;INF966L01911;;122.8539;19-Aug-2026
120842;Quant Flexi Cap Fund;Direct Plan;IDCW Option;INF966L01895;INF966L01903;83.509;19-Aug-2026
109831;Quant Flexi Cap Fund;Regular Plan;IDCW Option;INF966L01432;INF966L01440;78.0345;19-Aug-2026

Samco Mutual Fund
149450;Samco Flexi Cap Fund;Direct Plan;Growth;INF0K1H01024;;10.56;19-Aug-2026
149449;Samco Flexi Cap Fund;Regular Plan;Growth;INF0K1H01016;;9.89;19-Aug-2026

Sundaram Mutual Fund
150571;Sundaram Flexicap Fund;Direct Plan;GROWTH;INF903JA1LE2;;15.3332;19-Aug-2026
150573;Sundaram Flexicap Fund;Direct Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF903JA1LF9;;12.6875;19-Aug-2026
150572;Sundaram Flexicap Fund;Direct Plan;IDCW (Income Distribution CUM Capital Withdrawal);;INF903JA1LG7;12.6875;19-Aug-2026
150568;Sundaram Flexicap Fund;Regular Plan;GROWTH;INF903JA1LB8;;14.4448;19-Aug-2026
150569;Sundaram Flexicap Fund;Regular Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF903JA1LC6;;11.9422;19-Aug-2026
150570;Sundaram Flexicap Fund;Regular Plan;IDCW (Income Distribution CUM Capital Withdrawal);;INF903JA1LD4;11.9422;19-Aug-2026

Taurus Mutual Fund
118884;Taurus Flexi Cap Fund;;;INF044D01BV7;INF044D01BW5;123.86;19-Aug-2026
118883;Taurus Flexi Cap Fund;;;INF044D01BU9;;245.50;19-Aug-2026
100476;Taurus Flexi Cap Fund;;;INF044D01989;;235.80;19-Aug-2026
111640;Taurus Flexi Cap Fund;;;INF044D01955;INF044D01963;114.43;19-Aug-2026

The Wealth Company Mutual Fund
153872;The Wealth Company Flexi Cap Fund;Direct Plan;Growth;INF2F0001040;;10.1767;19-Aug-2026
153873;The Wealth Company Flexi Cap Fund;Direct Plan;IDCW;INF2F0001057;INF2F0001065;10.1761;19-Aug-2026
153870;The Wealth Company Flexi Cap Fund;Regular Plan;Growth;INF2F0001016;;10.0047;19-Aug-2026
153871;The Wealth Company Flexi Cap Fund;Regular Plan;IDCW;INF2F0001024;INF2F0001032;10.0046;19-Aug-2026

Unifi Mutual Fund
153543;UNIFI FLEXI CAP FUND;Direct Plan;GROWTH;INF1MIY01031;;10.7812;19-Aug-2026
153542;UNIFI FLEXI CAP FUND;Regular Plan;GROWTH;INF1MIY01049;;10.614;19-Aug-2026

WhiteOak Capital Mutual Fund
150349;WhiteOak Capital Flexi Cap Fund;Direct Plan;IDCW Option;INF03VN01555;INF03VN01548;19.340;19-Aug-2026
150346;WhiteOak Capital Flexi Cap Fund;Direct Plan;Growth Option;INF03VN01530;;19.340;19-Aug-2026
150348;WhiteOak Capital Flexi Cap Fund;Regular Plan;IDCW Option;INF03VN01522;INF03VN01514;18.244;19-Aug-2026
150347;WhiteOak Capital Flexi Cap Fund;Regular Plan;Growth Option;INF03VN01506;;18.244;19-Aug-2026

Open Ended Schemes ( Income/Debt Oriented Schemes - Overnight Fund )


Choice Mutual Fund
154416;Choice Overnight Fund;Direct Plan;Daily IDCW;;INF2KCX01061;100.1000;19-Aug-2026
154414;Choice Overnight Fund;Regular Plan;Daily IDCW;;INF2KCX01079;100.1000;19-Aug-2026
154413;Choice Overnight Fund;Direct Plan;Growth;INF2KCX01087;;100.6511;19-Aug-2026
154415;Choice Overnight Fund;Regular Plan;Growth;INF2KCX01095;;100.6374;19-Aug-2026
154624;Choice Overnight Fund;Direct Plan;Unclaimed Less than 3 years Redemption;;;100.0962;19-Aug-2026

Groww Mutual Fund
147458;Groww Overnight Fund;Direct Plan;Income Distribution cum capital withdrawal;;INF666M01GM6;1001.5149;19-Aug-2026
147452;Groww Overnight Fund;Direct Plan;Fortnightly - Income Distribution cum capital withdrawal;INF666M01GP9;INF666M01GQ7;1216.1958;19-Aug-2026
147450;Groww Overnight Fund;Direct Plan;Growth;INF666M01GL8;;1414.8209;19-Aug-2026
147453;Groww Overnight Fund;Direct Plan;Monthly - Income Distribution cum capital withdrawal;INF666M01GR5;INF666M01GS3;1003.5717;19-Aug-2026
147451;Groww Overnight Fund;Direct Plan;Weekly - Income Distribution cum capital withdrawal;INF666M01GN4;INF666M01GO2;1002.567;19-Aug-2026
147455;Groww Overnight Fund;Regular Plan;Income Distribution cum capital withdrawal;;INF666M01GU9;1001.0519;19-Aug-2026
147457;Groww Overnight Fund;Regular Plan;Fortnightly - Income Distribution cum capital withdrawal;INF666M01GX3;INF666M01GY1;1002.123;19-Aug-2026
147454;Groww Overnight Fund;Regular Plan;Growth;INF666M01GT1;;1405.323;19-Aug-2026
147459;Groww Overnight Fund;Regular Plan;Monthly - Income Distribution cum capital withdrawal;INF666M01GZ8;INF666M01HA9;1003.5391;19-Aug-2026
147456;Groww Overnight Fund;Regular Plan;Weekly - Income Distribution cum capital withdrawal;INF666M01GV7;INF666M01GW5;1001.2315;19-Aug-2026
149394;Groww Overnight Fund;;;;;1312.3119;19-Aug-2026
149396;Groww Overnight Fund;;;;;1298.4669;19-Aug-2026
149395;Groww Overnight Fund;;;;;1000;19-Aug-2026

Helios Mutual Fund
152151;Helios Overnight Fund;Direct Plan;Daily IDCW;INF0R8701087;;1000.0000;19-Aug-2026
152152;Helios Overnight Fund;Direct Plan;Growth;INF0R8701079;;1177.7386;19-Aug-2026
152154;Helios Overnight Fund;Regular Plan;Daily IDCW;INF0R8701103;;1000.0000;19-Aug-2026
152153;Helios Overnight Fund;Regular Plan;Growth;INF0R8701095;;1176.0933;19-Aug-2026

HSBC Mutual Fund
147291;HSBC Overnight Fund;Direct Plan;Daily IDCW;;INF336L01OG4;1000.0149;19-Aug-2026
147287;HSBC Overnight Fund;Direct Plan;Growth;INF336L01OF6;;1437.5354;19-Aug-2026
147300;HSBC Overnight Fund;Direct Plan;Monthly IDCW;INF336L01OK6;INF336L01OI0;1003.1903;19-Aug-2026
147296;HSBC Overnight Fund;Direct Plan;Weekly IDCW;INF336L01OJ8;INF336L01OH2;1000.1618;19-Aug-2026
147289;HSBC Overnight Fund;Regular Plan;Daily IDCW;;INF336L01OM2;1000.0149;19-Aug-2026
147290;HSBC Overnight Fund;Regular Plan;Growth;INF336L01OL4;;1425.0883;19-Aug-2026
147301;HSBC Overnight Fund;Regular Plan;Monthly IDCW;INF336L01OQ3;INF336L01OO8;1003.1385;19-Aug-2026
147288;HSBC Overnight Fund;Regular Plan;Weekly IDCW;INF336L01OP5;INF336L01ON0;1000.1753;19-Aug-2026
150501;HSBC Overnight Fund;;;;;1000;19-Aug-2026
150499;HSBC Overnight Fund;Regular Plan;Unclaimed IDCW Below three years;;;1275.8011;19-Aug-2026
150500;HSBC Overnight Fund;;;;;1000;19-Aug-2026
150502;HSBC Overnight Fund;;;;;1275.821;19-Aug-2026

Mirae Asset Mutual Fund
147737;Mirae Asset Overnight Fund;Direct Plan;Daily IDCW;;INF769K01FJ0;1000.0243;19-Aug-2026
147736;Mirae Asset Overnight Fund;Direct Plan;Growth;INF769K01FG6;;1408.8340;19-Aug-2026
