Scheme Code;Scheme Name;Plan;Option;ISIN Div Payout/ISIN Growth;ISIN Div Reinvestment;Net Asset Value;Date
152385;PGIM India Large and Midcap Fund;Regular Plan;Regular IDCW;INF663L01X96;INF663L01Y04;11.92;19-Aug-2026

quant Mutual Fund
104513;Quant Large & Mid Cap Fund;Regular Plan;Growth Option;INF966L01341;;125.3514;19-Aug-2026
120826;Quant Large & Mid Cap Fund;Direct Plan;Growth Option;INF966L01648;;139.0615;19-Aug-2026
120825;Quant Large & Mid Cap Fund;Direct Plan;IDCW Option;INF966L01622;INF966L01630;64.75;19-Aug-2026
104514;Quant Large & Mid Cap Fund;Regular Plan;IDCW Option;INF966L01325;INF966L01333;76.5143;19-Aug-2026

Samco Mutual Fund
153534;Samco Large & Mid Cap Fund;Direct Plan;Growth;INF0K1H01271;;9.00;19-Aug-2026
153533;Samco Large & Mid Cap Fund;Regular Plan;Growth;INF0K1H01289;;8.83;19-Aug-2026

Sundaram Mutual Fund
119565;Sundaram Large and Midcap Fund;Direct Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF903J01PP3;INF903J01PQ1;37.2624;19-Aug-2026
119566;Sundaram Large and Midcap Fund;Direct Plan;GROWTH;INF903J01PR9;;108.0172;19-Aug-2026
105001;Sundaram Large and Midcap Fund;Regular Plan;GROWTH;INF903J01DT1;;94.9395;19-Aug-2026
105000;Sundaram Large and Midcap Fund;Regular Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF903J01DU9;INF903J01DV7;32.0417;19-Aug-2026

The Wealth Company Mutual Fund
154381;The Wealth Company Large & Mid Cap Fund;Direct Plan;Growth;INF2F0001594;;10.4669;19-Aug-2026
154380;The Wealth Company Large & Mid Cap Fund;Direct Plan;IDCW;INF2F0001602;INF2F0001610;10.4663;19-Aug-2026
154382;The Wealth Company Large & Mid Cap Fund;Regular Plan;Growth;INF2F0001560;;10.4259;19-Aug-2026
154379;The Wealth Company Large & Mid Cap Fund;Regular Plan;IDCW;INF2F0001578;INF2F0001586;10.426;19-Aug-2026

WhiteOak Capital Mutual Fund
152226;WhiteOak Capital Large & Mid Cap Fund;Direct Plan;Growth Option;INF03VN01845;;14.654;19-Aug-2026
152225;WhiteOak Capital Large & Mid Cap Fund;Regular Plan;Growth Option;INF03VN01837;;14.052;19-Aug-2026

Open Ended Schemes ( Equity Scheme - Mid Cap Fund )


Axis Mutual Fund
120505;Axis Midcap Fund;Direct Plan;Growth Option;INF846K01EH3;;144.19;19-Aug-2026
120504;Axis Midcap Fund;Direct Plan;IDCW Option;INF846K01EF7;INF846K01EG5;55.89;19-Aug-2026
114564;Axis Midcap Fund;Regular Plan;Growth Option;INF846K01859;;122.72;19-Aug-2026
114565;Axis Midcap Fund;Regular Plan;IDCW Option;INF846K01867;INF846K01875;41.84;19-Aug-2026

Bandhan Mutual Fund
150404;BANDHAN MIDCAP FUND;Direct Plan;Growth;INF194KB1DJ2;;20.498;19-Aug-2026
150402;BANDHAN MIDCAP FUND;Regular Plan;Growth;INF194KB1DM6;;19.267;19-Aug-2026
150401;BANDHAN MIDCAP FUND;Direct Plan;IDCW;INF194KB1DK0;INF194KB1DL8;20.479;19-Aug-2026
150403;BANDHAN MIDCAP FUND;Regular Plan;IDCW;INF194KB1DN4;INF194KB1DO2;18.073;19-Aug-2026

Bank of India Mutual Fund
153728;Bank of India Mid Cap Fund;Direct Plan;Growth;INF761K01GY4;;10.66;19-Aug-2026
153729;Bank of India Mid Cap Fund;Direct Plan;IDCW;INF761K01GZ1;INF761K01HA2;10.65;19-Aug-2026
153726;Bank of India Mid Cap Fund;Regular Plan;Growth;INF761K01HB0;;10.54;19-Aug-2026
153727;Bank of India Mid Cap Fund;Regular Plan;IDCW;INF761K01HC8;INF761K01HD6;10.54;19-Aug-2026

Baroda BNP Paribas Mutual Fund
150212;Baroda BNP Paribas Mid Cap Fund;Direct Plan;Growth Option;INF251K01HQ0;;136.6773;19-Aug-2026
150211;Baroda BNP Paribas Mid Cap Fund;Direct Plan;IDCW Option;INF251K01HO5;INF251K01HP2;75.5558;19-Aug-2026
150209;Baroda BNP Paribas Mid Cap Fund;Regular Plan;Growth Option;INF251K01AW3;;113.0491;19-Aug-2026
150210;Baroda BNP Paribas Mid Cap Fund;Regular Plan;IDCW Option;INF251K01AX1;INF251K01AY9;58.8451;19-Aug-2026

Canara Robeco Mutual Fund
150817;Canara Robeco Mid Cap Fund;Direct Plan;Growth Option;INF760K01KI1;;19.5700;19-Aug-2026
150818;Canara Robeco Mid Cap Fund;Direct Plan;IDCW;INF760K01KK7;INF760K01KJ9;18.0200;19-Aug-2026
150816;Canara Robeco Mid Cap Fund;Regular Plan;Growth Option;INF760K01KL5;;18.5900;19-Aug-2026
150819;Canara Robeco Mid Cap Fund;Regular Plan;IDCW;INF760K01KN1;INF760K01KM3;17.1000;19-Aug-2026

DSP Mutual Fund
119071;DSP Midcap Fund;Direct Plan;Growth;INF740K01PX1;;176.8250;19-Aug-2026
119070;DSP Midcap Fund;Direct Plan;IDCW;INF740K01PY9;INF740K01PZ6;70.6130;19-Aug-2026
104481;DSP Midcap Fund;Regular Plan;Growth;INF740K01128;;157.4210;19-Aug-2026
104482;DSP Midcap Fund;Regular Plan;IDCW;INF740K01102;INF740K01110;29.9850;19-Aug-2026

ICICI Prudential Mutual Fund
120381;ICICI Prudential MidCap Fund;Direct Plan;Growth;INF109K011N7;;391.23;19-Aug-2026
120380;ICICI Prudential MidCap Fund;Direct Plan;IDCW;INF109K019M2;INF109K010N9;72.47;19-Aug-2026
102528;ICICI Prudential MidCap Fund;Regular Plan;Growth;INF109K01AN2;;346.16;19-Aug-2026
102529;ICICI Prudential MidCap Fund;Regular Plan;IDCW;INF109K01EH6;INF109K01AL6;44.86;19-Aug-2026

ITI Mutual Fund
148733;ITI Mid Cap Fund;Direct Plan;Growth Option;INF00XX01929;;26.2286;19-Aug-2026
148731;ITI Mid Cap Fund;Direct Plan;IDCW Option;INF00XX01937;INF00XX01945;24.0481;19-Aug-2026
148732;ITI Mid Cap Fund;Regular Plan;Growth Option;INF00XX01895;;23.6025;19-Aug-2026
148734;ITI Mid Cap Fund;Regular Plan;IDCW Option;INF00XX01903;INF00XX01911;21.4753;19-Aug-2026

JM Financial Mutual Fund
150815;JM Midcap Fund;Direct Plan;Growth Option;INF192K01MV6;;22.8496;19-Aug-2026
150814;JM Midcap Fund;Direct Plan;IDCW Option;INF192K01MW4;INF192K01MX2;22.8495;19-Aug-2026
150812;JM Midcap Fund;Regular Plan;Growth Option;INF192K01MS2;;21.4245;19-Aug-2026
150813;JM Midcap Fund;Regular Plan;IDCW Option;INF192K01MT0;INF192K01MU8;21.4245;19-Aug-2026

Kotak Mahindra Mutual Fund
119774;Kotak Midcap Fund;Direct Plan;IDCW - Payout & Re-investment of Income Distribution cum capital withdrawal option;INF174K01LU8;INF174K01LV6;102.773;19-Aug-2026
119775;Kotak Midcap Fund;Direct Plan;Growth;INF174K01LT0;;172.501;19-Aug-2026
104908;Kotak Midcap Fund;Regular Plan;Growth;INF174K01DS9;;147.409;19-Aug-2026
104907;Kotak Midcap Fund;Regular Plan;IDCW - Payout & Re-investment of Income Distribution cum capital withdrawal option;INF174K01DU5;INF174K01DT7;80.961;19-Aug-2026

LIC Mutual Fund
152002;LIC MF Mid Cap Fund;Direct Plan;Growth;INF397L01JK8;;35.7081;19-Aug-2026
151999;LIC MF Mid Cap Fund;Direct Plan;IDCW;INF397L01JH4;INF397L01JI2;33.5438;19-Aug-2026
152001;LIC MF Mid Cap Fund;Regular Plan;Growth;INF397L01JO0;;31.5645;19-Aug-2026
152000;LIC MF Mid Cap Fund;Regular Plan;IDCW;INF397L01JL6;INF397L01JM4;29.6239;19-Aug-2026

Mahindra Manulife Mutual Fund
142108;Mahindra Manulife Mid Cap Fund;Direct Plan;IDCW;INF174V01523;INF174V01515;32.3206;19-Aug-2026
142110;Mahindra Manulife Mid Cap Fund;Direct Plan;Growth;INF174V01507;;42.5986;19-Aug-2026
142109;Mahindra Manulife Mid Cap Fund;Regular Plan;Growth;INF174V01473;;37.0877;19-Aug-2026
142107;Mahindra Manulife Mid Cap Fund;Regular Plan;IDCW;INF174V01499;INF174V01481;27.2281;19-Aug-2026

PGIM India Mutual Fund
125301;PGIM India Midcap Fund;Direct Plan;Direct IDCW;INF663L01DW1;INF663L01DX9;64.98;19-Aug-2026
125307;PGIM India Midcap Fund;Direct Plan;Direct Growth;INF663L01DV3;;78.4;19-Aug-2026
125306;PGIM India Midcap Fund;Regular Plan;Regular IDCW;INF663L01EA5;INF663L01EB3;23.91;19-Aug-2026
125305;PGIM India Midcap Fund;Regular Plan;Regular Growth;INF663L01DZ4;;66.82;19-Aug-2026

quant Mutual Fund
120841;Quant Mid Cap Fund;Direct Plan;Growth Option;INF966L01887;;250.7135;19-Aug-2026
101065;Quant Mid Cap Fund;Regular Plan;Growth Option;INF966L01176;;220.9771;19-Aug-2026
120840;Quant Mid Cap Fund;Direct Plan;IDCW Option;INF966L01861;INF966L01879;88.0606;19-Aug-2026
101066;Quant Mid Cap Fund;Regular Plan;IDCW Option;INF966L01150;INF966L01168;78.5581;19-Aug-2026

Samco Mutual Fund
154114;Samco Mid Cap Fund;Direct Plan;Growth;INF0K1H01313;;10.05;19-Aug-2026
154115;Samco Mid Cap Fund;Regular Plan;Growth;INF0K1H01321;;9.97;19-Aug-2026

Sundaram Mutual Fund
119581;Sundaram Mid Cap Fund;Direct Plan;GROWTH;INF903J01MJ3;;1677.9317;19-Aug-2026
119582;Sundaram Mid Cap Fund;Direct Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF903J01MH7;INF903J01MI5;73.4829;19-Aug-2026
101539;Sundaram Mid Cap Fund;Regular Plan;GROWTH;INF903J01173;;1522.8920;19-Aug-2026
101538;Sundaram Mid Cap Fund;Regular Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF903J01181;INF903J01199;65.7256;19-Aug-2026

Taurus Mutual Fund
118872;Taurus Mid Cap Fund;;;INF044D01CA9;;135.88;19-Aug-2026
118873;Taurus Mid Cap Fund;;;INF044D01CB7;INF044D01CC5;120.71;19-Aug-2026
100477;Taurus Mid Cap Fund;;;INF044D01815;;128.07;19-Aug-2026
111642;Taurus Mid Cap Fund;;;INF044D01781;INF044D01799;114.16;19-Aug-2026

WhiteOak Capital Mutual Fund
150584;WhiteOak Capital Mid Cap Fund;Direct Plan;Growth Option;INF03VN01597;;23.632;19-Aug-2026
150582;WhiteOak Capital Mid Cap Fund;Direct Plan;IDCW Option;INF03VN01605;INF03VN01613;23.632;19-Aug-2026
150583;WhiteOak Capital Mid Cap Fund;Regular Plan;Growth Option;INF03VN01563;;22.241;19-Aug-2026
150585;WhiteOak Capital Mid Cap Fund;Regular Plan;IDCW Option;INF03VN01571;INF03VN01589;22.241;19-Aug-2026

Open Ended Schemes ( Equity Scheme - Small Cap Fund )


Abakkus Mutual Fund
154215;Abakkus Small Cap Fund;Direct Plan;Growth;INF2JJD01177;;12.5300;19-Aug-2026
154214;Abakkus Small Cap Fund;Regular Plan;Growth;INF2JJD01185;;12.4580;19-Aug-2026

Axis Mutual Fund
125354;Axis Small Cap Fund;Direct Plan;Growth Option;INF846K01K35;;137.10;19-Aug-2026
125351;Axis Small Cap Fund;Direct Plan;IDCW Option;INF846K01K43;INF846K01K50;55.30;19-Aug-2026
125350;Axis Small Cap Fund;Regular Plan;Growth Option;INF846K01K01;;117.36;19-Aug-2026
125352;Axis Small Cap Fund;Regular Plan;IDCW Option;INF846K01K19;INF846K01K27;46.74;19-Aug-2026

Bajaj Finserv Mutual Fund
153612;Bajaj Finserv Small Cap Fund;Direct Plan;Growth;INF0QA701BN2;;11.330;19-Aug-2026
153611;Bajaj Finserv Small Cap Fund;Direct Plan;IDCW;INF0QA701BO0;INF0QA701BP7;11.330;19-Aug-2026
153609;Bajaj Finserv Small Cap Fund;Regular Plan;Growth;INF0QA701BK8;;11.143;19-Aug-2026
153610;Bajaj Finserv Small Cap Fund;Regular Plan;IDCW;INF0QA701BL6;INF0QA701BM4;11.143;19-Aug-2026

Bandhan Mutual Fund
147946;BANDHAN Small Cap Fund;Direct Plan;Growth;INF194KB1AL4;;56.468;19-Aug-2026
147943;BANDHAN Small Cap Fund;Direct Plan;IDCW;INF194KB1AM2;;39.300;19-Aug-2026
147944;BANDHAN Small Cap Fund;Regular Plan;Growth;INF194KB1AJ8;;51.079;19-Aug-2026
147945;BANDHAN Small Cap Fund;Regular Plan;IDCW;INF194KB1AK6;;35.557;19-Aug-2026

Bank of India Mutual Fund
145678;BANK OF INDIA SMALL CAP FUND;Direct Plan;Growth;INF761K01EP7;;65.21;19-Aug-2026
145675;BANK OF INDIA SMALL CAP FUND;Direct Plan;IDCW;INF761K01EO0;INF761K01ES1;48.83;19-Aug-2026
145677;BANK OF INDIA SMALL CAP FUND;Regular Plan;Growth;INF761K01ER3;;57.55;19-Aug-2026
145676;BANK OF INDIA SMALL CAP FUND;Regular Plan;IDCW;INF761K01EQ5;INF761K01ET9;41.96;19-Aug-2026

Baroda BNP Paribas Mutual Fund
152128;Baroda BNP Paribas Small Cap Fund;Direct Plan;Growth Option;INF251K01SR5;;14.7303;19-Aug-2026
152129;Baroda BNP Paribas Small Cap Fund;Direct Plan;IDCW Option;INF251K01SS3;INF251K01ST1;14.3742;19-Aug-2026
152130;Baroda BNP Paribas Small Cap Fund;Regular Plan;Growth Option;INF251K01SO2;;14.1662;19-Aug-2026
152131;Baroda BNP Paribas Small Cap Fund;Regular Plan;IDCW Option;INF251K01SP9;INF251K01SQ7;13.8042;19-Aug-2026

Canara Robeco Mutual Fund
146130;Canara Robeco Small Cap Fund;Direct Plan;GROWTH OPTION;INF760K01JC6;;46.2100;19-Aug-2026
146131;Canara Robeco Small Cap Fund;Direct Plan;IDCW (Payout/Reinvestment);INF760K01JD4;INF760K01JE2;40.0200;19-Aug-2026
146127;Canara Robeco Small Cap Fund;Regular Plan;GROWTH OPTION;INF760K01JF9;;41.2900;19-Aug-2026
146128;Canara Robeco Small Cap Fund;Regular Plan;IDCW (Payout/Reinvestment);INF760K01JG7;INF760K01JH5;35.3500;19-Aug-2026

DSP Mutual Fund
119212;DSP Small Cap Fund;Direct Plan;Growth;INF740K01QD1;;255.3450;19-Aug-2026
119213;DSP Small Cap Fund;Direct Plan;IDCW;INF740K01QE9;INF740K01QF6;70.0860;19-Aug-2026
105989;DSP Small Cap Fund;Regular Plan;Growth;INF740K01797;;230.1320;19-Aug-2026
113153;DSP Small Cap Fund;Regular Plan;IDCW;INF740K01805;INF740K01AM6;63.0570;19-Aug-2026

ICICI Prudential Mutual Fund
120591;ICICI Prudential Smallcap Fund;Direct Plan;Growth;INF109K015M0;;104.28;19-Aug-2026
120870;ICICI Prudential Smallcap Fund;Direct Plan;IDCW;INF109K013M5;INF109K014M3;72.16;19-Aug-2026
106823;ICICI Prudential Smallcap Fund;Regular Plan;Growth;INF109K01BI0;;91.88;19-Aug-2026
106822;ICICI Prudential Smallcap Fund;Regular Plan;IDCW;INF109K01FA8;INF109K01BJ8;34.11;19-Aug-2026

ITI Mutual Fund
147919;ITI Small Cap Fund;Direct Plan;Growth Option;INF00XX01747;;38.1813;19-Aug-2026
147917;ITI Small Cap Fund;Direct Plan;IDCW Option;INF00XX01754;INF00XX01762;36.1953;19-Aug-2026
147920;ITI Small Cap Fund;Regular Plan;Growth Option;INF00XX01713;;33.8526;19-Aug-2026
147918;ITI Small Cap Fund;Regular Plan;IDCW Option;INF00XX01721;INF00XX01739;31.9171;19-Aug-2026

JM Financial Mutual Fund
152614;JM Small Cap Fund;Direct Plan;Growth Option;INF192K01NH3;;12.0008;19-Aug-2026
152615;JM Small Cap Fund;Direct Plan;IDCW Option;INF192K01NI1;INF192K01NJ9;12.001;19-Aug-2026
152612;JM Small Cap Fund;Regular Plan;Growth Option;INF192K01NE0;;11.5751;19-Aug-2026
152613;JM Small Cap Fund;Regular Plan;IDCW Option;INF192K01NF7;INF192K01NG5;11.5752;19-Aug-2026

Kotak Mahindra Mutual Fund
102875;Kotak Small Cap Fund;Regular Plan;Growth	;INF174K01211;;276.025;19-Aug-2026
120164;Kotak Small Cap Fund;Direct Plan;Growth	;INF174K01KT2;;327.8;19-Aug-2026
102874;Kotak Small Cap Fund;Regular Plan;Payout of Income Distribution cum capital withdrawal option;INF174K01237;INF174K01229;120.421;19-Aug-2026
120163;Kotak Small Cap Fund;Direct Plan;Payout of Income Distribution cum capital withdrawal option;INF174K01KU0;INF174K01KV8;143.98;19-Aug-2026

LIC Mutual Fund
152004;LIC MF Small Cap Fund;Direct Plan;Growth;INF397L01JS1;;39.5912;19-Aug-2026
152005;LIC MF Small Cap Fund;Direct Plan;IDCW;INF397L01JP7;INF397L01JQ5;39.5825;19-Aug-2026
152003;LIC MF Small Cap Fund;Regular Plan;Growth;INF397L01JW3;;34.8538;19-Aug-2026
152006;LIC MF Small Cap Fund;Regular Plan;IDCW;INF397L01JT9;INF397L01JU7;34.8534;19-Aug-2026

Mahindra Manulife Mutual Fund
150915;Mahindra Manulife Small Cap Fund;Direct Plan;Growth;INF174V01BK7;;23.3876;19-Aug-2026
150913;Mahindra Manulife Small Cap Fund;Direct Plan;IDCW;INF174V01BL5;INF174V01BM3;22.4663;19-Aug-2026
150912;Mahindra Manulife Small Cap Fund;Regular Plan;Growth;INF174V01BH3;;22.0830;19-Aug-2026
150914;Mahindra Manulife Small Cap Fund;Regular Plan;IDCW;INF174V01BI1;INF174V01BJ9;21.1671;19-Aug-2026

PGIM India Mutual Fund
149031;PGIM India Small Cap Fund;Direct Plan;Direct IDCW;INF663L01W14;INF663L01W22;15.9;19-Aug-2026
149019;PGIM India Small Cap Fund;Direct Plan;Direct Growth;INF663L01W06;;20.21;19-Aug-2026
149020;PGIM India Small Cap Fund;Regular Plan;Regular Growth;INF663L01W30;;18.58;19-Aug-2026
149032;PGIM India Small Cap Fund;Regular Plan;Regular IDCW;INF663L01W48;INF663L01W55;15.12;19-Aug-2026

quant Mutual Fund
100177;Quant Small Cap Fund;Regular Plan;Growth Option;INF966L01AA0;;285.9106;19-Aug-2026
120828;Quant Small Cap Fund;Direct Plan;Growth Option;INF966L01689;;313.538;19-Aug-2026
120827;Quant Small Cap Fund;Direct Plan;IDCW Option;INF966L01663;INF966L01671;245.0895;19-Aug-2026
100176;Quant Small Cap Fund;Regular Plan;IDCW Option;INF206A01022;INF966L01044;227.3713;19-Aug-2026

Quantum Mutual Fund
152107;QUANTUM SMALL CAP FUND;Direct Plan;Growth Option;INF082J01432;;14.19;19-Aug-2026
152108;QUANTUM SMALL CAP FUND;Regular Plan;Growth Option;INF082J01440;;13.61;19-Aug-2026

Samco Mutual Fund
153868;Samco Small Cap Fund;Direct Plan;Growth;INF0K1H01297;;11.60;19-Aug-2026
153869;Samco Small Cap Fund;Regular Plan;Growth;INF0K1H01305;;11.48;19-Aug-2026

Sundaram Mutual Fund
119589;Sundaram Small Cap Fund;Direct Plan;GROWTH;INF903J01NK9;;333.1133;19-Aug-2026
119588;Sundaram Small Cap Fund;Direct Plan;GROWTH;INF903J01NI3;INF903J01NJ1;41.0538;19-Aug-2026
100795;Sundaram Small Cap Fund;Regular Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF903J01470;;297.3965;19-Aug-2026
100794;Sundaram Small Cap Fund;Regular Plan;GROWTH;INF903J01454;INF903J01462;35.6470;19-Aug-2026

The Wealth Company Mutual Fund
154269;The Wealth Company Small Cap Fund;Direct Plan;Growth;INF2F0001537;;11.8876;19-Aug-2026
154270;The Wealth Company Small Cap Fund;Direct Plan;IDCW;INF2F0001545;INF2F0001552;11.8891;19-Aug-2026
154268;The Wealth Company Small Cap Fund;Regular Plan;Growth;INF2F0001503;;11.7979;19-Aug-2026
154267;The Wealth Company Small Cap Fund;Regular Plan;IDCW;INF2F0001511;INF2F0001529;11.7972;19-Aug-2026

Open Ended Schemes ( Equity Scheme - Dividend Yield Fund )


Baroda BNP Paribas Mutual Fund
152810;Baroda BNP Paribas Dividend Yield Fund;Regular Plan;Growth Option;INF251K01TV5;;10.1236;19-Aug-2026
152809;Baroda BNP Paribas Dividend Yield Fund;Direct Plan;IDCW Option;INF251K01TW3;INF251K01TX1;10.1236;19-Aug-2026
152807;Baroda BNP Paribas Dividend Yield Fund;Regular Plan;Growth Option;INF251K01TS1;;9.8314;19-Aug-2026
152808;Baroda BNP Paribas Dividend Yield Fund;Regular Plan;IDCW Option;INF251K01TT9;INF251K01TU7;9.8314;19-Aug-2026

ICICI Prudential Mutual Fund
129312;ICICI Prudential Dividend Yield Equity Fund;Direct Plan;Growth;INF109KA1UA0;;59.77;19-Aug-2026
129309;ICICI Prudential Dividend Yield Equity Fund;Direct Plan;IDCW;INF109KA1UB8;INF109KA1UC6;25.16;19-Aug-2026
129310;ICICI Prudential Dividend Yield Equity Fund;Regular Plan;Growth;INF109KA1TX4;;52.88;19-Aug-2026
129311;ICICI Prudential Dividend Yield Equity Fund;Regular Plan;IDCW;INF109KA1TY2;INF109KA1TZ9;18.79;19-Aug-2026

Kotak Mahindra Mutual Fund
154097;Kotak Dividend Yield Fund;Direct Plan;Growth;INF174KA1YI5;;9.84;19-Aug-2026
154100;Kotak Dividend Yield Fund;Direct Plan;IDCW;INF174KA1YJ3;INF174KA1YK1;9.84;19-Aug-2026
154099;Kotak Dividend Yield Fund;Regular Plan;Growth;INF174KA1YL9;;9.758;19-Aug-2026
154098;Kotak Dividend Yield Fund;Regular Plan;IDCW;INF174KA1YM7;INF174KA1YN5;9.758;19-Aug-2026

LIC Mutual Fund
152022;LIC MF Dividend Yield Fund;Direct Plan;Growth;INF397L01LC1;;36.3517;19-Aug-2026
152021;LIC MF Dividend Yield Fund;Direct Plan;IDCW;INF397L01KZ4;INF397L01LA5;36.3325;19-Aug-2026
152019;LIC MF Dividend Yield Fund;Regular Plan;Growth;INF397L01KY7;;32.9532;19-Aug-2026
152020;LIC MF Dividend Yield Fund;Regular Plan;IDCW;INF397L01KV3;INF397L01KW1;32.9524;19-Aug-2026

Sundaram Mutual Fund
149700;Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund);Direct Plan;GROWTH;INF173K01EV3;;145.1554;19-Aug-2026
149699;Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund);Direct Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF173K01ES9;INF173K01ET7;60.5873;19-Aug-2026
149698;Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund);Regular Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF173K01AD9;INF173K01AE7;35.6993;19-Aug-2026
149697;Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund);Regular Plan;GROWTH;INF173K01AC1;;131.2923;19-Aug-2026

Open Ended Schemes ( Equity Scheme - Value Fund )


Axis Mutual Fund
149166;Axis Value Fund;Direct Plan;Growth Option;INF846K010C0;;21.67;19-Aug-2026
149168;Axis Value Fund;Direct Plan;IDCW Option;INF846K011C8;INF846K012C6;18.22;19-Aug-2026
149167;Axis Value Fund;Regular Plan;Growth Option;INF846K013C4;;20.23;19-Aug-2026
149165;Axis Value Fund;Regular Plan;IDCW Option;INF846K014C2;INF846K015C9;17.01;19-Aug-2026

Bandhan Mutual Fund
118481;Bandhan Value Fund;Direct Plan;Growth;INF194K01Z85;;169.257;19-Aug-2026
118480;Bandhan Value Fund;Direct Plan;IDCW;INF194K01Z93;INF194K010A2;48.885;19-Aug-2026
108909;Bandhan Value Fund;Regular Plan;Growth;INF194K01342;;147.563;19-Aug-2026
108908;Bandhan Value Fund;Regular Plan;IDCW;INF194K01359;INF194K01367;36.884;19-Aug-2026

Baroda BNP Paribas Mutual Fund
151755;Baroda BNP Paribas Value Fund;Direct Plan;Growth Option;INF251K01SD5;;14.3135;19-Aug-2026
151756;Baroda BNP Paribas Value Fund;Direct Plan;IDCW Option;INF251K01SE3;INF251K01SF0;13.0514;19-Aug-2026
151747;Baroda BNP Paribas Value Fund;Regular Plan;Growth Option;INF251K01SA1;;13.7381;19-Aug-2026
151754;Baroda BNP Paribas Value Fund;Regular Plan;IDCW Option;INF251K01SB9;INF251K01SC7;12.5259;19-Aug-2026

Canara Robeco Mutual Fund
149085;Canara Robeco Value Fund;Direct Plan;Growth Option;INF760K01JW4;;19.6200;19-Aug-2026
149086;Canara Robeco Value Fund;Direct Plan;IDCW (Payout/Reinvestment);INF760K01JY0;INF760K01JX2;17.5200;19-Aug-2026
149088;Canara Robeco Value Fund;Regular Plan;Growth Option;INF760K01JZ7;;18.1600;19-Aug-2026
149087;Canara Robeco Value Fund;Regular Plan;IDCW (Payout/Reinvestment);INF760K01KB6;INF760K01KA8;16.2200;19-Aug-2026

ICICI Prudential Mutual Fund
120323;ICICI Prudential Value Fund (erstwhile Value Discovery Fund);Direct Plan;Growth;INF109K012K1;;508.00;19-Aug-2026
120322;ICICI Prudential Value Fund (erstwhile Value Discovery Fund);Direct Plan;IDCW;INF109K011K3;INF109K010K5;114.69;19-Aug-2026
102594;ICICI Prudential Value Fund (erstwhile Value Discovery Fund);Regular Plan;Growth;INF109K01AF8;;459.82;19-Aug-2026
102595;ICICI Prudential Value Fund (erstwhile Value Discovery Fund);Regular Plan;IDCW;INF109K01EC7;INF109K01AD3;34.78;19-Aug-2026

ITI Mutual Fund
148972;ITI Value Fund;Direct Plan;Growth Option;INF00XX01AQ6;;18.9859;19-Aug-2026
148970;ITI Value Fund;Direct Plan;IDCW Option;INF00XX01AR4;INF00XX01AS2;17.9739;19-Aug-2026
148973;ITI Value Fund;Regular Plan;Growth Option;INF00XX01AN3;;17.1431;19-Aug-2026
148971;ITI Value Fund;Regular Plan;IDCW Option;INF00XX01AO1;INF00XX01AP8;16.1404;19-Aug-2026

JM Financial Mutual Fund
120486;JM Value Fund;Direct Plan;Growth Option;INF192K01BT3;;110.444;19-Aug-2026
120485;JM Value Fund;Direct Plan;IDCW Option;INF192K01BR7;INF192K01BS5;75.2499;19-Aug-2026
100254;JM Value Fund;Regular Plan;Growth Option;INF137A01037;;97.0824;19-Aug-2026
106168;JM Value Fund;Regular Plan;IDCW Option;INF137A01011;INF137A01029;67.7915;19-Aug-2026
